município,ano,sigla,idhm_e,idhm_l,idhm_r,idhm
OSCAR BRESSANE,2010,SP,0.715,0.823,0.713,0.749
OSVALDO CRUZ,2010,SP,0.713,0.837,0.74,0.762
OURINHOS,2010,SP,0.727,0.859,0.753,0.778
OUROESTE,2010,SP,0.736,0.866,0.717,0.77
OURO VERDE,2010,SP,0.612,0.814,0.666,0.692
PACAEMBU,2010,SP,0.631,0.843,0.717,0.725
PALESTINA,2010,SP,0.645,0.848,0.717,0.732
PALMARES PAULISTA,2010,SP,0.645,0.837,0.698,0.722
PALMEIRA D'OESTE,2010,SP,0.714,0.829,0.72,0.753
PALMITAL,2010,SP,0.702,0.814,0.727,0.746
PANORAMA,2010,SP,0.639,0.814,0.724,0.722
PARAGUAÇU PAULISTA,2010,SP,0.739,0.836,0.717,0.762
PARAIBUNA,2010,SP,0.642,0.815,0.709,0.719
PARAÍSO,2010,SP,0.668,0.837,0.751,0.749
PARANAPANEMA,2010,SP,0.631,0.839,0.697,0.717
PARANAPUÃ,2010,SP,0.655,0.842,0.712,0.732
PARAPUÃ,2010,SP,0.696,0.83,0.693,0.737
PARDINHO,2010,SP,0.652,0.821,0.718,0.727
PARIQUERA-AÇU,2010,SP,0.678,0.862,0.682,0.736
PARISI,2010,SP,0.619,0.842,0.72,0.721
PATROCÍNIO PAULISTA,2010,SP,0.678,0.826,0.696,0.73
PAULICÉIA,2010,SP,0.64,0.811,0.692,0.711
PAULÍNIA,2010,SP,0.727,0.864,0.8,0.795
PAULISTÂNIA,2010,SP,0.663,0.817,0.683,0.718
PAULO DE FARIA,2010,SP,0.662,0.8,0.721,0.725
PEDERNEIRAS,2010,SP,0.673,0.812,0.738,0.739
PEDRA BELA,2010,SP,0.581,0.796,0.671,0.677
PEDRANÓPOLIS,2010,SP,0.684,0.854,0.698,0.742
PEDREGULHO,2010,SP,0.623,0.82,0.716,0.715
PEDREIRA,2010,SP,0.701,0.864,0.75,0.769
PEDRINHAS PAULISTA,2010,SP,0.739,0.837,0.749,0.774
PEDRO DE TOLEDO,2010,SP,0.634,0.812,0.654,0.696
PENÁPOLIS,2010,SP,0.68,0.859,0.748,0.759
PEREIRA BARRETO,2010,SP,0.732,0.845,0.728,0.766
PEREIRAS,2010,SP,0.637,0.873,0.717,0.736
PERUÍBE,2010,SP,0.675,0.854,0.73,0.749
PIACATU,2010,SP,0.684,0.843,0.681,0.732
PIEDADE,2010,SP,0.624,0.848,0.694,0.716
PILAR DO SUL,2010,SP,0.594,0.82,0.674,0.69
PINDAMONHANGABA,2010,SP,0.736,0.843,0.745,0.773
PINDORAMA,2010,SP,0.654,0.842,0.726,0.737
PINHALZINHO,2010,SP,0.666,0.808,0.707,0.725
PIQUEROBI,2010,SP,0.644,0.836,0.669,0.711
PIQUETE,2010,SP,0.74,0.823,0.711,0.757
PIRACAIA,2010,SP,0.625,0.851,0.758,0.739
PIRACICABA,2010,SP,0.717,0.848,0.797,0.785
PIRAJU,2010,SP,0.699,0.843,0.74,0.758
PIRAJUÍ,2010,SP,0.672,0.853,0.734,0.749
PIRANGI,2010,SP,0.701,0.837,0.735,0.756
PIRAPORA DO BOM JESUS,2010,SP,0.698,0.81,0.679,0.727
PIRAPOZINHO,2010,SP,0.733,0.863,0.74,0.776
PIRASSUNUNGA,2010,SP,0.736,0.884,0.789,0.801
PIRATININGA,2010,SP,0.723,0.859,0.762,0.779
PITANGUEIRAS,2010,SP,0.651,0.83,0.699,0.723
PLANALTO,2010,SP,0.639,0.853,0.683,0.719
PLATINA,2010,SP,0.652,0.824,0.691,0.719
POÁ,2010,SP,0.754,0.856,0.71,0.771
POLONI,2010,SP,0.717,0.853,0.736,0.766
POMPÉIA,2010,SP,0.748,0.864,0.75,0.786
PONGAÍ,2010,SP,0.701,0.844,0.727,0.755
PONTAL,2010,SP,0.633,0.838,0.718,0.725
PONTALINDA,2010,SP,0.604,0.847,0.677,0.702
PONTES GESTAL,2010,SP,0.69,0.805,0.705,0.732
POPULINA,2010,SP,0.647,0.804,0.699,0.714
PORANGABA,2010,SP,0.578,0.864,0.696,0.703
PORTO FELIZ,2010,SP,0.706,0.836,0.737,0.758
PORTO FERREIRA,2010,SP,0.696,0.827,0.736,0.751
POTIM,2010,SP,0.646,0.806,0.651,0.697
POTIRENDABA,2010,SP,0.661,0.857,0.737,0.747
PRACINHA,2010,SP,0.629,0.814,0.658,0.696
PRADÓPOLIS,2010,SP,0.65,0.822,0.738,0.733
PRAIA GRANDE,2010,SP,0.692,0.834,0.744,0.754
PRATÂNIA,2010,SP,0.633,0.798,0.681,0.701
PRESIDENTE ALVES,2010,SP,0.689,0.811,0.711,0.735
PRESIDENTE BERNARDES,2010,SP,0.719,0.839,0.718,0.757
PRESIDENTE EPITÁCIO,2010,SP,0.7,0.845,0.714,0.75
PRESIDENTE PRUDENTE,2010,SP,0.774,0.858,0.788,0.806
PRESIDENTE VENCESLAU,2010,SP,0.708,0.837,0.749,0.763
PROMISSÃO,2010,SP,0.666,0.85,0.724,0.743
QUADRA,2010,SP,0.541,0.822,0.7,0.678
QUATÁ,2010,SP,0.7,0.814,0.706,0.738
QUEIROZ,2010,SP,0.681,0.811,0.662,0.715
QUELUZ,2010,SP,0.687,0.823,0.665,0.722
QUINTANA,2010,SP,0.703,0.811,0.689,0.732
RAFARD,2010,SP,0.696,0.823,0.722,0.745
RANCHARIA,2010,SP,0.683,0.861,0.72,0.751
REDENÇÃO DA SERRA,2010,SP,0.56,0.799,0.633,0.657
REGENTE FEIJÓ,2010,SP,0.752,0.818,0.735,0.768
REGINÓPOLIS,2010,SP,0.66,0.817,0.715,0.728
REGISTRO,2010,SP,0.702,0.851,0.718,0.754
RESTINGA,2010,SP,0.639,0.826,0.664,0.705
RIBEIRA,2010,SP,0.673,0.797,0.635,0.698
RIBEIRÃO BONITO,2010,SP,0.625,0.811,0.712,0.712
RIBEIRÃO BRANCO,2010,SP,0.553,0.797,0.592,0.639
RIBEIRÃO CORRENTE,2010,SP,0.642,0.814,0.688,0.711
RIBEIRÃO DO SUL,2010,SP,0.676,0.818,0.753,0.747
RIBEIRÃO DOS ÍNDIOS,2010,SP,0.701,0.809,0.661,0.721
RIBEIRÃO GRANDE,2010,SP,0.676,0.807,0.643,0.705
RIBEIRÃO PIRES,2010,SP,0.76,0.847,0.749,0.784
RIBEIRÃO PRETO,2010,SP,0.739,0.844,0.82,0.8
RIVERSUL,2010,SP,0.577,0.799,0.634,0.664
RIFAINA,2010,SP,0.69,0.824,0.713,0.74
RINCÃO,2010,SP,0.682,0.826,0.701,0.734
RINÓPOLIS,2010,SP,0.644,0.843,0.696,0.723
RIO CLARO,2010,SP,0.766,0.862,0.784,0.803
RIO DAS PEDRAS,2010,SP,0.7,0.842,0.741,0.759
RIO GRANDE DA SERRA,2010,SP,0.745,0.823,0.684,0.749
RIOLÂNDIA,2010,SP,0.629,0.817,0.677,0.703
ROSANA,2010,SP,0.728,0.818,0.749,0.764
ROSEIRA,2010,SP,0.704,0.823,0.691,0.737
RUBIÁCEA,2010,SP,0.668,0.82,0.684,0.721
RUBINÉIA,2010,SP,0.726,0.844,0.713,0.759
SABINO,2010,SP,0.671,0.813,0.708,0.728
SAGRES,2010,SP,0.677,0.83,0.692,0.73
SALES,2010,SP,0.697,0.859,0.708,0.751
SALES OLIVEIRA,2010,SP,0.739,0.845,0.738,0.772
SALESÓPOLIS,2010,SP,0.69,0.829,0.687,0.732
SALMOURÃO,2010,SP,0.649,0.846,0.678,0.719
SALTINHO,2010,SP,0.75,0.857,0.771,0.791
SALTO,2010,SP,0.751,0.837,0.755,0.78
SALTO DE PIRAPORA,2010,SP,0.665,0.834,0.699,0.729
SALTO GRANDE,2010,SP,0.637,0.825,0.664,0.704
SANDOVALINA,2010,SP,0.659,0.812,0.665,0.709
SANTA ADÉLIA,2010,SP,0.702,0.835,0.75,0.76
SANTA ALBERTINA,2010,SP,0.665,0.809,0.716,0.728
SANTA BÁRBARA D'OESTE,2010,SP,0.731,0.867,0.752,0.781
SANTA BRANCA,2010,SP,0.678,0.828,0.706,0.735
SANTA CLARA D'OESTE,2010,SP,0.687,0.804,0.712,0.733
SANTA CRUZ DA CONCEIÇÃO,2010,SP,0.679,0.876,0.83,0.79
SANTA CRUZ DA ESPERANÇA,2010,SP,0.686,0.832,0.719,0.743
SANTA CRUZ DAS PALMEIRAS,2010,SP,0.635,0.815,0.746,0.728
SANTA CRUZ DO RIO PARDO,2010,SP,0.686,0.867,0.744,0.762
SANTA ERNESTINA,2010,SP,0.699,0.802,0.716,0.738
SANTA FÉ DO SUL,2010,SP,0.751,0.84,0.763,0.784
SANTA GERTRUDES,2010,SP,0.654,0.847,0.723,0.737
SANTA ISABEL,2010,SP,0.689,0.834,0.7,0.738
SANTA LÚCIA,2010,SP,0.703,0.818,0.696,0.737
SANTA MARIA DA SERRA,2010,SP,0.571,0.82,0.688,0.686
SANTA MERCEDES,2010,SP,0.699,0.847,0.683,0.739
SANTANA DA PONTE PENSA,2010,SP,0.733,0.84,0.751,0.773
SANTANA DE PARNAÍBA,2010,SP,0.725,0.849,0.876,0.814
SANTA RITA D'OESTE,2010,SP,0.74,0.839,0.711,0.761
SANTA RITA DO PASSA QUATRO,2010,SP,0.686,0.887,0.764,0.775
SANTA ROSA DE VITERBO,2010,SP,0.704,0.868,0.746,0.77
SANTA SALETE,2010,SP,0.748,0.864,0.712,0.772
SANTO ANASTÁCIO,2010,SP,0.689,0.854,0.725,0.753
SANTO ANDRÉ,2010,SP,0.769,0.861,0.819,0.815
SANTO ANTÔNIO DA ALEGRIA,2010,SP,0.604,0.83,0.69,0.702
SANTO ANTÔNIO DE POSSE,2010,SP,0.576,0.838,0.718,0.702
SANTO ANTÔNIO DO ARACANGUÁ,2010,SP,0.728,0.84,0.71,0.757
SANTO ANTÔNIO DO JARDIM,2010,SP,0.62,0.835,0.703,0.714
SANTO ANTÔNIO DO PINHAL,2010,SP,0.632,0.812,0.685,0.706
SANTO EXPEDITO,2010,SP,0.714,0.828,0.664,0.732
SANTÓPOLIS DO AGUAPEÍ,2010,SP,0.719,0.83,0.68,0.74
SANTOS,2010,SP,0.807,0.852,0.861,0.84
SÃO BENTO DO SAPUCAÍ,2010,SP,0.638,0.812,0.719,0.72
SÃO BERNARDO DO CAMPO,2010,SP,0.752,0.861,0.807,0.805
SÃO CAETANO DO SUL,2010,SP,0.811,0.887,0.891,0.862
SÃO CARLOS,2010,SP,0.766,0.863,0.788,0.805
SÃO FRANCISCO,2010,SP,0.658,0.814,0.705,0.723
SÃO JOÃO DA BOA VISTA,2010,SP,0.749,0.871,0.776,0.797
SÃO JOÃO DAS DUAS PONTES,2010,SP,0.686,0.806,0.675,0.72
SÃO JOÃO DE IRACEMA,2010,SP,0.738,0.833,0.682,0.748
SÃO JOÃO DO PAU D'ALHO,2010,SP,0.692,0.854,0.714,0.75
SÃO JOAQUIM DA BARRA,2010,SP,0.706,0.847,0.74,0.762
SÃO JOSÉ DA BELA VISTA,2010,SP,0.58,0.844,0.679,0.693
SÃO JOSÉ DO BARREIRO,2010,SP,0.591,0.813,0.666,0.684
SÃO JOSÉ DO RIO PARDO,2010,SP,0.717,0.868,0.744,0.774
SÃO JOSÉ DO RIO PRETO,2010,SP,0.748,0.846,0.801,0.797
SÃO JOSÉ DOS CAMPOS,2010,SP,0.764,0.855,0.804,0.807
SÃO LOURENÇO DA SERRA,2010,SP,0.666,0.823,0.704,0.728
SÃO LUÍS DO PARAITINGA,2010,SP,0.593,0.826,0.691,0.697
SÃO MANUEL,2010,SP,0.695,0.805,0.735,0.744
SÃO MIGUEL ARCANJO,2010,SP,0.633,0.799,0.708,0.71
SÃO PAULO,2010,SP,0.725,0.855,0.843,0.805
SÃO PEDRO,2010,SP,0.674,0.863,0.741,0.755
SÃO PEDRO DO TURVO,2010,SP,0.636,0.826,0.661,0.703
SÃO ROQUE,2010,SP,0.687,0.863,0.765,0.768
SÃO SEBASTIÃO,2010,SP,0.703,0.875,0.747,0.772
SÃO SEBASTIÃO DA GRAMA,2010,SP,0.609,0.82,0.689,0.701
SÃO SIMÃO,2010,SP,0.722,0.852,0.732,0.766
SÃO VICENTE,2010,SP,0.716,0.857,0.738,0.768
SARAPUÍ,2010,SP,0.621,0.814,0.699,0.707
SARUTAIÁ,2010,SP,0.603,0.794,0.679,0.688
SEBASTIANÓPOLIS DO SUL,2010,SP,0.74,0.835,0.748,0.773
SERRA AZUL,2010,SP,0.572,0.81,0.697,0.686
SERRANA,2010,SP,0.65,0.835,0.713,0.729
SERRA NEGRA,2010,SP,0.676,0.873,0.764,0.767
SERTÃOZINHO,2010,SP,0.672,0.855,0.768,0.761
SETE BARRAS,2010,SP,0.562,0.832,0.651,0.673
SEVERÍNIA,2010,SP,0.638,0.807,0.709,0.715
SILVEIRAS,2010,SP,0.584,0.812,0.657,0.678
SOCORRO,2010,SP,0.634,0.828,0.737,0.729
SOROCABA,2010,SP,0.762,0.843,0.792,0.798
SUD MENNUCCI,2010,SP,0.694,0.809,0.743,0.747
SUMARÉ,2010,SP,0.705,0.845,0.744,0.762
SUZANO,2010,SP,0.723,0.873,0.708,0.765
SUZANÁPOLIS,2010,SP,0.631,0.813,0.665,0.699
TABAPUÃ,2010,SP,0.666,0.82,0.726,0.735
TABATINGA,2010,SP,0.609,0.818,0.7,0.704
TABOÃO DA SERRA,2010,SP,0.71,0.863,0.742,0.769
TACIBA,2010,SP,0.684,0.809,0.682,0.723
TAGUAÍ,2010,SP,0.631,0.818,0.69,0.709
TAIAÇU,2010,SP,0.628,0.814,0.701,0.71
TAIÚVA,2010,SP,0.718,0.835,0.732,0.76
TAMBAÚ,2010,SP,0.624,0.858,0.729,0.731
TANABI,2010,SP,0.687,0.829,0.735,0.748
TAPIRAÍ,2010,SP,0.578,0.846,0.647,0.681
TAPIRATIBA,2010,SP,0.692,0.87,0.703,0.751
TAQUARAL,2010,SP,0.716,0.823,0.742,0.759
TAQUARITINGA,2010,SP,0.696,0.827,0.727,0.748
TAQUARITUBA,2010,SP,0.606,0.811,0.7,0.701
TAQUARIVAÍ,2010,SP,0.626,0.811,0.617,0.679
TARABAI,2010,SP,0.697,0.823,0.666,0.726
TARUMÃ,2010,SP,0.68,0.852,0.738,0.753
TATUÍ,2010,SP,0.688,0.842,0.734,0.752
TAUBATÉ,2010,SP,0.746,0.883,0.778,0.8
TEJUPÁ,2010,SP,0.563,0.794,0.668,0.668
TEODORO SAMPAIO,2010,SP,0.679,0.856,0.699,0.741
TERRA ROXA,2010,SP,0.684,0.838,0.732,0.749
TIETÊ,2010,SP,0.698,0.884,0.764,0.778
TIMBURI,2010,SP,0.629,0.826,0.688,0.71
TORRE DE PEDRA,2010,SP,0.647,0.829,0.679,0.714
TORRINHA,2010,SP,0.658,0.852,0.734,0.744
TRABIJU,2010,SP,0.697,0.811,0.666,0.722
TREMEMBÉ,2010,SP,0.72,0.873,0.769,0.785
TRÊS FRONTEIRAS,2010,SP,0.726,0.829,0.71,0.753
TUIUTI,2010,SP,0.63,0.871,0.702,0.728
TUPÃ,2010,SP,0.704,0.852,0.764,0.771
TUPI PAULISTA,2010,SP,0.715,0.835,0.762,0.769
TURIÚBA,2010,SP,0.721,0.824,0.713,0.751
TURMALINA,2010,SP,0.675,0.817,0.724,0.736
UBARANA,2010,SP,0.604,0.844,0.672,0.7
UBATUBA,2010,SP,0.679,0.841,0.741,0.751
UBIRAJARA,2010,SP,0.674,0.829,0.689,0.727
UCHOA,2010,SP,0.644,0.823,0.708,0.721
UNIÃO PAULISTA,2010,SP,0.699,0.863,0.697,0.749
URÂNIA,2010,SP,0.709,0.804,0.727,0.746
URU,2010,SP,0.639,0.832,0.678,0.712
URUPÊS,2010,SP,0.683,0.817,0.741,0.745
VALENTIM GENTIL,2010,SP,0.692,0.81,0.708,0.735
VALINHOS,2010,SP,0.763,0.85,0.848,0.819
VALPARAÍSO,2010,SP,0.643,0.825,0.719,0.725
VARGEM,2010,SP,0.591,0.839,0.69,0.699
VARGEM GRANDE DO SUL,2010,SP,0.643,0.863,0.721,0.737
VARGEM GRANDE PAULISTA,2010,SP,0.683,0.884,0.755,0.77
VÁRZEA PAULISTA,2010,SP,0.705,0.863,0.72,0.759
VERA CRUZ,2010,SP,0.715,0.83,0.722,0.754
VINHEDO,2010,SP,0.739,0.878,0.84,0.817
VIRADOURO,2010,SP,0.683,0.823,0.717,0.739
VISTA ALEGRE DO ALTO,2010,SP,0.676,0.84,0.726,0.744
VITÓRIA BRASIL,2010,SP,0.685,0.811,0.686,0.725
VOTORANTIM,2010,SP,0.747,0.838,0.72,0.767
VOTUPORANGA,2010,SP,0.744,0.857,0.772,0.79
ZACARIAS,2010,SP,0.674,0.826,0.695,0.729
CHAVANTES,2010,SP,0.655,0.828,0.713,0.729
ESTIVA GERBI,2010,SP,0.695,0.815,0.716,0.74
ABATIÁ,2010,PR,0.596,0.804,0.676,0.687
ADRIANÓPOLIS,2010,PR,0.563,0.817,0.644,0.667
AGUDOS DO SUL,2010,PR,0.543,0.79,0.671,0.66
ALMIRANTE TAMANDARÉ,2010,PR,0.575,0.84,0.706,0.699
ALTAMIRA DO PARANÁ,2010,PR,0.571,0.78,0.667,0.667
ALTÔNIA,2010,PR,0.641,0.848,0.69,0.721
ALTO PARANÁ,2010,PR,0.587,0.846,0.679,0.696
ALTO PIQUIRI,2010,PR,0.578,0.798,0.669,0.676
ALVORADA DO SUL,2010,PR,0.617,0.826,0.695,0.708
AMAPORÃ,2010,PR,0.591,0.785,0.644,0.669
AMPÉRE,2010,PR,0.62,0.824,0.699,0.709
ANAHY,2010,PR,0.593,0.844,0.671,0.695
ANDIRÁ,2010,PR,0.66,0.838,0.69,0.725
ÂNGULO,2010,PR,0.644,0.827,0.705,0.721
ANTONINA,2010,PR,0.564,0.838,0.686,0.687
ANTÔNIO OLINTO,2010,PR,0.547,0.825,0.626,0.656
APUCARANA,2010,PR,0.668,0.845,0.741,0.748
ARAPONGAS,2010,PR,0.669,0.834,0.751,0.748
ARAPOTI,2010,PR,0.643,0.823,0.715,0.723
ARAPUÃ,2010,PR,0.584,0.828,0.638,0.676
ARARUNA,2010,PR,0.648,0.785,0.685,0.704
ARAUCÁRIA,2010,PR,0.639,0.852,0.743,0.74
ARIRANHA DO IVAÍ,2010,PR,0.594,0.794,0.637,0.67
ASSAÍ,2010,PR,0.641,0.833,0.724,0.728
ASSIS CHATEAUBRIAND,2010,PR,0.633,0.857,0.713,0.729
ASTORGA,2010,PR,0.675,0.818,0.754,0.747
ATALAIA,2010,PR,0.66,0.854,0.707,0.736
BALSA NOVA,2010,PR,0.579,0.823,0.707,0.696
BANDEIRANTES,2010,PR,0.658,0.819,0.714,0.727
BARBOSA FERRAZ,2010,PR,0.625,0.808,0.667,0.696
BARRACÃO,2010,PR,0.59,0.833,0.716,0.706
BARRA DO JACARÉ,2010,PR,0.747,0.813,0.678,0.744
BELA VISTA DA CAROBA,2010,PR,0.572,0.828,0.667,0.681
BELA VISTA DO PARAÍSO,2010,PR,0.604,0.844,0.721,0.716
BITURUNA,2010,PR,0.556,0.829,0.645,0.667
BOA ESPERANÇA,2010,PR,0.673,0.808,0.687,0.72
BOA ESPERANÇA DO IGUAÇU,2010,PR,0.602,0.848,0.673,0.7
BOA VENTURA DE SÃO ROQUE,2010,PR,0.553,0.802,0.635,0.655
BOA VISTA DA APARECIDA,2010,PR,0.563,0.801,0.668,0.67
BOCAIÚVA DO SUL,2010,PR,0.473,0.816,0.679,0.64
BOM JESUS DO SUL,2010,PR,0.656,0.805,0.64,0.697
BOM SUCESSO,2010,PR,0.57,0.82,0.692,0.686
BOM SUCESSO DO SUL,2010,PR,0.695,0.836,0.704,0.742
BORRAZÓPOLIS,2010,PR,0.633,0.838,0.695,0.717
BRAGANEY,2010,PR,0.627,0.797,0.689,0.701
BRASILÂNDIA DO SUL,2010,PR,0.572,0.813,0.68,0.681
CAFEARA,2010,PR,0.602,0.811,0.683,0.693
CAFELÂNDIA,2010,PR,0.692,0.835,0.723,0.748
CAFEZAL DO SUL,2010,PR,0.611,0.792,0.686,0.692
CALIFÓRNIA,2010,PR,0.638,0.821,0.718,0.722
CAMBARÁ,2010,PR,0.645,0.818,0.711,0.721
CAMBÉ,2010,PR,0.651,0.84,0.724,0.734
CAMBIRA,2010,PR,0.651,0.835,0.702,0.725
CAMPINA DA LAGOA,2010,PR,0.623,0.829,0.677,0.704
CAMPINA DO SIMÃO,2010,PR,0.527,0.792,0.598,0.63
CAMPINA GRANDE DO SUL,2010,PR,0.605,0.86,0.712,0.718
CAMPO BONITO,2010,PR,0.562,0.813,0.69,0.681
CAMPO DO TENENTE,2010,PR,0.606,0.806,0.661,0.686
CAMPO LARGO,2010,PR,0.664,0.854,0.73,0.745
CAMPO MAGRO,2010,PR,0.607,0.828,0.685,0.701
CAMPO MOURÃO,2010,PR,0.689,0.841,0.749,0.757
CÂNDIDO DE ABREU,2010,PR,0.494,0.783,0.643,0.629
CANDÓI,2010,PR,0.503,0.778,0.655,0.635
CANTAGALO,2010,PR,0.522,0.768,0.638,0.635
CAPANEMA,2010,PR,0.611,0.801,0.719,0.706
CAPITÃO LEÔNIDAS MARQUES,2010,PR,0.623,0.829,0.712,0.716
CARAMBEÍ,2010,PR,0.64,0.836,0.721,0.728
CARLÓPOLIS,2010,PR,0.625,0.832,0.696,0.713
CASCAVEL,2010,PR,0.728,0.846,0.776,0.782
CASTRO,2010,PR,0.6,0.823,0.704,0.703
CATANDUVAS,2010,PR,0.573,0.805,0.677,0.678
CENTENÁRIO DO SUL,2010,PR,0.549,0.791,0.686,0.668
CERRO AZUL,2010,PR,0.391,0.797,0.604,0.573
CÉU AZUL,2010,PR,0.659,0.812,0.732,0.732
CHOPINZINHO,2010,PR,0.671,0.817,0.74,0.74
CIANORTE,2010,PR,0.685,0.841,0.747,0.755
CIDADE GAÚCHA,2010,PR,0.645,0.805,0.712,0.718
CLEVELÂNDIA,2010,PR,0.573,0.813,0.718,0.694
COLOMBO,2010,PR,0.632,0.87,0.715,0.733
COLORADO,2010,PR,0.649,0.804,0.747,0.73
CONGONHINHAS,2010,PR,0.562,0.809,0.655,0.668
CONSELHEIRO MAIRINCK,2010,PR,0.65,0.806,0.675,0.707
CONTENDA,2010,PR,0.555,0.816,0.697,0.681
CORBÉLIA,2010,PR,0.683,0.807,0.728,0.738
CORNÉLIO PROCÓPIO,2010,PR,0.692,0.848,0.746,0.759
CORONEL DOMINGOS SOARES,2010,PR,0.447,0.792,0.609,0.6
CORONEL VIVIDA,2010,PR,0.653,0.81,0.714,0.723
CORUMBATAÍ DO SUL,2010,PR,0.52,0.79,0.632,0.638
CRUZEIRO DO IGUAÇU,2010,PR,0.641,0.792,0.703,0.709
CRUZEIRO DO OESTE,2010,PR,0.64,0.825,0.698,0.717
CRUZEIRO DO SUL,2010,PR,0.641,0.828,0.682,0.713
CRUZ MACHADO,2010,PR,0.545,0.845,0.635,0.664
CRUZMALTINA,2010,PR,0.593,0.768,0.65,0.666
CURITIBA,2010,PR,0.768,0.855,0.85,0.823
CURIÚVA,2010,PR,0.546,0.795,0.649,0.656
DIAMANTE DO NORTE,2010,PR,0.657,0.824,0.699,0.723
DIAMANTE DO SUL,2010,PR,0.479,0.777,0.605,0.608
DIAMANTE D'OESTE,2010,PR,0.532,0.776,0.647,0.644
DOIS VIZINHOS,2010,PR,0.711,0.85,0.747,0.767
DOURADINA,2010,PR,0.644,0.818,0.721,0.724
DOUTOR CAMARGO,2010,PR,0.702,0.839,0.704,0.746
ENÉAS MARQUES,2010,PR,0.664,0.835,0.767,0.752
ENGENHEIRO BELTRÃO,2010,PR,0.677,0.82,0.701,0.73
ESPERANÇA NOVA,2010,PR,0.594,0.799,0.69,0.689
ENTRE RIOS DO OESTE,2010,PR,0.686,0.826,0.778,0.761
ESPIGÃO ALTO DO IGUAÇU,2010,PR,0.521,0.781,0.632,0.636
FAROL,2010,PR,0.665,0.818,0.671,0.715
FAXINAL,2010,PR,0.584,0.796,0.697,0.687
FAZENDA RIO GRANDE,2010,PR,0.617,0.847,0.713,0.72
FÊNIX,2010,PR,0.665,0.825,0.669,0.716
FERNANDES PINHEIRO,2010,PR,0.525,0.791,0.647,0.645
FIGUEIRA,2010,PR,0.569,0.801,0.68,0.677
FLORAÍ,2010,PR,0.656,0.853,0.739,0.745
FLOR DA SERRA DO SUL,2010,PR,0.56,0.833,0.68,0.682
FLORESTA,2010,PR,0.691,0.816,0.707,0.736
FLORESTÓPOLIS,2010,PR,0.625,0.807,0.682,0.701
FLÓRIDA,2010,PR,0.679,0.816,0.707,0.732
FORMOSA DO OESTE,2010,PR,0.652,0.836,0.692,0.723
FOZ DO IGUAÇU,2010,PR,0.661,0.858,0.748,0.751
FRANCISCO ALVES,2010,PR,0.57,0.786,0.669,0.669
FRANCISCO BELTRÃO,2010,PR,0.726,0.844,0.758,0.774
FOZ DO JORDÃO,2010,PR,0.496,0.828,0.654,0.645
GENERAL CARNEIRO,2010,PR,0.532,0.816,0.638,0.652
GODOY MOREIRA,2010,PR,0.578,0.828,0.642,0.675
GOIOERÊ,2010,PR,0.639,0.85,0.72,0.731
GOIOXIM,2010,PR,0.547,0.813,0.593,0.641
GRANDES RIOS,2010,PR,0.55,0.799,0.649,0.658
GUAÍRA,2010,PR,0.615,0.836,0.739,0.724
GUAIRAÇÁ,2010,PR,0.574,0.829,0.698,0.693
GUAMIRANGA,2010,PR,0.568,0.804,0.657,0.669
GUAPIRAMA,2010,PR,0.645,0.805,0.666,0.702
GUAPOREMA,2010,PR,0.671,0.808,0.686,0.719
GUARACI,2010,PR,0.598,0.821,0.693,0.698
GUARANIAÇU,2010,PR,0.528,0.841,0.698,0.677
GUARAPUAVA,2010,PR,0.628,0.853,0.73,0.731
GUARAQUEÇABA,2010,PR,0.434,0.792,0.587,0.587
GUARATUBA,2010,PR,0.604,0.828,0.737,0.717
HONÓRIO SERPA,2010,PR,0.612,0.807,0.645,0.683
IBAITI,2010,PR,0.596,0.813,0.738,0.71
IBEMA,2010,PR,0.615,0.786,0.664,0.685
IBIPORÃ,2010,PR,0.647,0.821,0.72,0.726
ICARAÍMA,2010,PR,0.554,0.792,0.673,0.666
IGUARAÇU,2010,PR,0.732,0.833,0.714,0.758
IGUATU,2010,PR,0.637,0.812,0.672,0.703
IMBAÚ,2010,PR,0.481,0.785,0.636,0.622
IMBITUVA,2010,PR,0.509,0.828,0.681,0.66
INÁCIO MARTINS,2010,PR,0.454,0.765,0.623,0.6
INAJÁ,2010,PR,0.641,0.807,0.676,0.705
INDIANÓPOLIS,2010,PR,0.642,0.835,0.707,0.724
IPIRANGA,2010,PR,0.489,0.828,0.684,0.652
IPORÃ,2010,PR,0.611,0.829,0.696,0.706
IRACEMA DO OESTE,2010,PR,0.63,0.836,0.672,0.707
IRATI,2010,PR,0.64,0.835,0.715,0.726
IRETAMA,2010,PR,0.521,0.811,0.696,0.665
ITAGUAJÉ,2010,PR,0.664,0.791,0.672,0.707
ITAIPULÂNDIA,2010,PR,0.608,0.848,0.779,0.738
ITAMBARACÁ,2010,PR,0.639,0.789,0.664,0.694
ITAMBÉ,2010,PR,0.703,0.854,0.691,0.746
ITAPEJARA D'OESTE,2010,PR,0.661,0.828,0.713,0.731
ITAPERUÇU,2010,PR,0.507,0.779,0.654,0.637
ITAÚNA DO SUL,2010,PR,0.543,0.798,0.651,0.656
IVAÍ,2010,PR,0.534,0.791,0.654,0.651
IVAIPORÃ,2010,PR,0.661,0.827,0.711,0.73
IVATÉ,2010,PR,0.641,0.803,0.684,0.706
IVATUBA,2010,PR,0.748,0.837,0.718,0.766
JABOTI,2010,PR,0.64,0.827,0.699,0.718
